	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15	Sample_16	Sample_17	Sample_18	Sample_19	Sample_20	Sample_21	Sample_22	Sample_23	Sample_24	Sample_25	Sample_26	Sample_27
hsa-miR-3184-3p	14128.8809325736	13295.4866008879	13298.6641038335	5674.37608511473	7795.6393397445	8055.17446054061	5558.25809821425	8811.8736683967	9136.11564139501	7016.88063392555	7652.43669415087	19249.998171122	16933.6431283253	15281.122573838	19296.7126899446	15095.8267945984	10117.0475988893	12727.7957850726	11209.0410784782	12312.5721128776	14399.602909316	12995.2842112608	15241.6372556723	9046	12167.0704113223	8881.94294980838	24867.1499430454
hsa-miR-21-3p	1023.32189931267	1014.97759108024	868.229403834657	52881.271750452	40775.0103225948	40734.488074909	48723.8488720798	7833.91441757522	7841.23310954375	14970.4219738757	8237.46939704841	1212.39440603251	1591.57738692457	1126.16899624606	990.018417384859	14522.09900878	22989.1840528332	20789.253041917	23063.023889457	2485.92235434904	2321.06777428765	1637.77933924009	1821.13143005729	1325	1947.49430899586	1467.73439037132	1605.41492152829
hsa-miR-340-5p	16121.3807153623	15919.3116501698	19061.3239704615	2551.51255689297	2412.7560438327	2073.57045723892	2956.07270628536	20926.279885379	20784.5247420228	16750.8847814483	19321.7497144465	13301.0260079295	17343.1041711824	11330.4327737216	11115.0102667968	3192.51751786051	3929.38902278288	4861.3108901319	4995.40890298854	16572.8156956603	32948.8964420475	17707.491432934	16421.3933491798	11899	12694.2638841048	8715.76241313134	12896.460284263
hsa-miR-320b	14643.2490830218	19144.2049892049	16550.268341724	7452.34725845068	8001.58327770673	7682.79413268107	7679.10724788905	9810.31374122491	9966.16854642787	9459.46566472241	9783.62725470619	13783.6296064473	14636.4972777205	14789.813658061	13788.924638642	7871.79198606765	7280.09647252662	7281.56780922965	7949.65812928162	13239.5262111094	10931.6357164964	15451.9532201209	12640.2438590095	7923	6680.09624065188	7253.83853103544	11056.1065937306
hsa-miR-29a-3p	289.670484726073	241.147158164454	348.994172129617	52688.2125181309	53080.6329643194	51956.8552187182	60817.8859718006	2037.84178966989	1986.59328604531	14429.4196695339	2011.0499162103	381.374551023819	351.627562227521	369.998072375278	369.635697320548	18220.4840367169	17337.8644956411	17461.7247320941	14875.2689915462	259.8280426862	436.302995581369	328.8328887753	301.181119109732	175	166.482149299735	146.424808540606	206.969867932219
hsa-miR-769-5p	13140.7526435548	16095.6730046483	14365.5080771728	7805.85436628197	6788.59237704847	6475.49791183119	7372.23992634917	25498.6233983821	23357.6887476247	20122.0558570109	26269.0130613548	11144.6118799183	12656.2789009656	10780.4902836338	10235.2340749286	4194.99886404859	4841.16535493725	4484.36432378477	5288.98453032753	11963.7939294519	13733.9200300283	12205.1275125046	13145.8536133699	8505	8879.04796265256	8112.63165414265	9344.40984812897
hsa-miR-335-3p	27889.582557458	32885.9937932629	41442.3486026438	6057.88564121214	5282.74541782007	6079.59882642262	6464.0116440497	29292.6956751293	26539.5582169173	25136.4204987459	29215.0706009459	11104.5910936997	12970.8930355902	10725.900404103	9379.23561797577	4204.2525380134	4279.42080354803	4416.77390499149	5628.79253992462	4676.90476835159	5434.53878319735	3348.98738179893	3916.91507235972	3442	3529.07472734335	3429.36198415341	4749.11940201227
hsa-miR-2964a-5p	32.4864095019895	21.5952678953242	11.3494039716949	1.30445427244017	0	3.91979292483728	0	40.9616440134652	71.9379184361812	28.2613144059142	41.7880502069672	355.478748176523	370.134276028969	285.080481994066	276.686369924153	9.25367396481307	2.82283694165437	88.3874707296709	62.4137160484454	33365.6659499918	37138.6884437332	35521.9333685279	35544.053626748	23097	24429.521220681	22913.1583332947	30206.4131576752
hsa-miR-155-5p	18.9504055428272	57.5873810541979	70.9337748230929	57109.0080474306	66142.0131765477	63594.7204125601	59632.4872055297	1500.22021199316	1499.6289150927	18850.2967087448	1530.48733883017	61.2082612754278	60.1468198547075	78.8520482111247	77.8180415411679	712.532895290606	575.858736097492	709.699397329416	552.476967984387	65.5422089658882	49.7257090552296	54.2733894095155	42.1341461966982	81	71.1017512634287	81.3471158558925	83.9067032157645
hsa-miR-30a-3p	9069.12265263875	9339.95336472772	7865.13695238454	4680.38192951533	5726.75299049093	5432.83299382447	4449.57616232824	5483.74009230265	6009.58303243791	5082.99926243513	5704.06885325102	7168.42906091068	7622.45274697158	7842.74602592187	7096.57306610151	8248.10806063671	9103.64913683535	9746.01846369224	9117.02578129885	19187.4816747638	19131.5655452169	18186.374280665	17260.9552252474	7053	8282.48692766184	6923.80166099153	11299.4360330563
hsa-miR-30e-3p	11332.3425146107	12053.7586969068	10035.7104619712	4611.245853076	5634.17268810424	5326.99858485387	4273.86987338202	7245.09078488165	7929.77208608059	6479.91566021318	7845.70642635809	8611.53152867365	9045.15637045793	9336.89124715318	8278.97497507426	7304.23331622578	8268.08940210565	8594.38171271447	8402.73547541108	17698.7372139672	17833.8849443885	16618.8310924255	15862.7257810903	6795	8076.11843009237	6626.30363728999	10513.5099129353
hsa-miR-31-5p	292.377685517906	305.932961850426	357.506225108388	36528.632991142	43057.3981855156	43635.1348392886	40825.727447124	8694.10894185798	8366.93328273123	16884.116692219	7830.03590753048	360.18707596694	402.521025181504	355.845140645076	356.666023730353	22356.8762989884	20843.8279771759	22944.3475488257	17011.2050518707	1853.90819646369	2038.75407126441	1631.39423460367	1793.04199925949	1398	1501.80772180803	1281.79812555785	2164.79294296672
hsa-miR-128	12434.1732368865	11045.9795284583	12350.9888721969	3375.92765707516	5473.57420437223	4929.13960298288	3566.09524466907	10486.1808674471	11089.506811239	8195.78117771511	9041.88936353253	13286.9010245582	12792.7659152512	10932.1288378859	11813.2110284023	10169.7876873296	6834.08823574523	9148.10322052093	9359.74578815391	12857.9769232008	14409.2272401009	11842.7728243881	12434.2546998256	6779	7431.0001015559	6535.65970819342	11920.3456368529
hsa-miR-29c-3p	297.792087101571	277.139271323327	360.343576101312	46105.9362593978	46662.3617968177	45438.2395847138	53779.7354680957	1797.19213109078	1759.71215866966	12766.0394502144	1718.53356476153	444.936976194456	430.281095883677	414.478714955912	391.251819970872	13982.3013608325	13552.4401568826	13629.8679128137	11444.8262279946	301.962319878556	535.754413691829	400.665315934953	349.557361039274	206	185.558228906997	163.856333366869	254.516999754486
hsa-let-7i-5p	83.9232245468063	104.377128160734	96.4699337594064	37972.6638707333	41834.9603152261	39562.4699903827	39246.845583072	1300.53219742752	1350.21939218679	11159.1818597067	1201.40644345031	54.1457695898015	57.8334806295264	54.5898795307786	58.363531155876	34883.266289357	26263.6749051523	30002.3470497392	25642.7908194595	135.766004286483	107.471693764528	92.5840172279971	145.128725788627	83	69.3675622082231	62.7534893745456	75.5160328941881
hsa-miR-941	12631.7988946903	16239.6414572838	13134.0977462439	5339.13133709761	5131.59390371936	5232.92355465777	5220.45657087398	9083.2445599859	9008.84086262331	8046.39994442671	9438.87584049871	12215.7564522383	13007.9064631931	14090.254461111	12219.5941342284	3710.72325989004	4454.4366939306	4045.02660162847	4375.8949807299	9653.43106340439	8175.86900175823	8896.04703468324	8971.4520920303	5456	4697.91815055191	6250.9448026978	6114.00177432204
hsa-miR-148b-3p	11283.6129003577	13961.3406943271	13275.9652958901	11921.4075958307	11436.5014356455	11751.5391886622	13070.3206347812	8361.29558424858	8820.69553748253	9302.00977017518	9141.13598277407	10744.4040177328	11076.2682101669	9749.34811471906	9588.91200768392	7532.49060735784	7133.3089515606	8079.65467728874	7242.30268073258	8344.92767726398	9487.98609876397	7451.41711069466	7463.98597254843	3602	3940.07753342707	3752.42624426681	5163.05913787671
hsa-miR-219-2-3p	32.4864095019895	21.5952678953242	11.3494039716949	1.30445427244017	0	3.91979292483728	0	10.2404110033663	66.4042324026288	28.2613144059142	41.7880502069672	289.562159110678	319.240813074986	220.381365513143	218.322838768277	6.16911597654205	2.82283694165437	49.3929983489337	46.2323822581077	26254.3362771929	30392.0325635302	28134.3673041974	28687.1114642187	17676	18293.9603433636	16949.2526394027	23205.7972193733
hsa-miR-411-5p	3251.34815099079	3613.60816115092	3186.34516505333	34086.6945931341	33446.0512826362	32526.4416902998	33804.9000986672	1249.33014241069	1151.0066949789	7311.60576987294	1138.72436813986	1092.33204737686	1364.87014285682	1051.360642815	1033.25066268551	21952.7992025249	23135.9715737992	20297.9226899197	17924.2946014684	276.213594927672	346.475908255793	261.789290092957	274.652212245144	236	272.267681667276	167.342638332122	324.439252434289
hsa-miR-140-3p	8690.1145417822	10556.4867894977	8849.69774692907	6093.10590656803	6303.01813799991	5993.3633820762	5948.02909129917	11684.3089548409	10973.2994045344	10440.5370076706	11951.3823591926	8032.40721045229	9017.39629975576	8447.27839554049	7773.15770505666	11169.1844755294	10656.2094547452	10957.4467389871	10376.8581978323	9725.99565190233	9274.64676636573	9469.11017580136	8676.51306865341	4672	4765.55152370493	4275.37198905469	6010.51684035593
hsa-miR-130b-5p	9637.63481892357	10772.4394684509	11587.7414551005	555.697520059512	954.143932760779	946.629991348204	692.926209928758	2524.26131232979	3192.93684135974	2204.38252366131	2439.37743083171	13025.5888321901	11983.0971864379	10105.1932553641	11668.3830066451	2254.81188942612	1899.76926173339	2212.28639973382	2413.33035387322	9372.53588212201	11051.9398513075	10133.1610579884	11888.0713232017	6014	6113.01641959966	5674.54238177604	13243.2746575548
hsa-miR-1260b	7696.57185117969	9321.95730814829	9959.10198516224	6869.25619866993	10344.4317462678	9191.91440874343	8623.21920891699	13845.0356765512	11676.0775307956	12556.0982574847	14704.1701665766	9136.5100773052	6819.72403583376	7060.2910859807	8214.12660712328	8578.15576538171	5318.22479807683	6673.25404009015	10080.9709513804	3815.49287908563	4582.78550873519	3460.72671293617	5694.35183228711	2809	1944.02593088545	2793.69237882236	4505.78996268655
hsa-miR-484	8102.65196995456	8764.07955418574	9627.13191899017	5650.89590821081	5942.14389808445	6073.71913703537	6423.17849239318	6077.6839304979	6269.66627601487	6282.08645937178	6351.78363145901	8538.55244792217	9035.90301355721	8253.18104609772	8000.12699288507	4543.55391672322	4660.50379067137	4718.33115806919	4914.50223403685	10809.7828930168	10817.7478022087	7580.71547958204	10695.8310382285	5858	4110.02806083722	5596.6815708854	7414.55567416639
hsa-miR-197-3p	6762.58757799749	8011.84438916529	7850.95019741992	2739.35397212435	3527.49846032549	3510.17456419179	2962.25954744544	4777.15173307038	4432.48251287547	4206.89851585179	4711.60266083555	8917.57283505079	7536.85919563988	7749.74104598054	8486.48975251737	3069.13519832967	3011.96701674521	3837.05608226453	3721.70677177767	5966.68180907318	8462.99487017391	6618.16095564269	9732.98777143729	5366	4168.99048871421	5637.35512881335	8220.06002503773
hsa-miR-486-5p	6378.16506555728	8926.04406340068	9780.34887260805	442.209998357217	421.33484555575	442.936600506613	428.129408277411	14479.9411587599	13917.2203743843	11809.1920910427	15330.9909196811	4406.9948118308	4888.08578280757	4569.37510146518	4824.71857555241	22233.4939794575	23333.570159715	22676.5855051447	24738.9477463134	6137.55971101996	4334.15696345904	5299.63684822328	5059.21859147021	3825	3607.1132348276	3490.95337187287	6013.31373046312
hsa-miR-502-3p	8200.11119846053	8720.8890183951	8290.7396013231	1381.41707451414	1349.0272633489	1275.89259703454	1294.28717068836	4690.10823954176	4454.61725700968	3871.80007361024	4654.14409180097	10916.257982083	11233.5752774792	12347.4220109061	10501.1123835276	2479.9846225699	3395.87284081021	2927.18506004733	3277.87590209984	10219.9030123238	8992.33306334249	10300.7700546942	9175.88072728095	6475	5400.26471791017	5991.79613361402	7375.3992126657
hsa-miR-486-3p	6337.55705367979	8875.65510497825	9715.08979977081	439.601089812337	421.33484555575	440.976704044194	424.417303581364	14403.1380762347	13856.3498280152	11708.2588253073	15257.8618318189	4378.74484508829	4858.01237288022	4553.20032234494	4818.23373875731	22156.3800297508	23226.3023559322	22564.8013509866	24616.4319333295	6109.47019289172	4305.28397110439	5272.50015351852	5037.37125640526	3804	3582.83458805472	3470.03554208136	5971.36037885524
hsa-miR-27a-3p	1369.84360066723	1479.27585082971	1733.62145667639	24265.458375932	21221.6725797407	20637.7097492683	26049.0760203932	1858.63459711098	1494.09522905915	6064.0706053833	1629.73395807172	998.165491568514	1223.75645012078	946.224578533496	840.86717109762	13531.955894545	14853.7679869853	16213.9016159105	15541.0152960629	730.327471334183	1007.3466221511	719.920547755632	781.822490538734	673	610.434547432363	649.614825192056	654.472285082963
hsa-miR-500a-3p	8005.19274144859	8476.14264891476	8043.89006493874	1274.45182417404	1250.77877918344	1168.09829160151	1196.53508035912	4582.58392400642	4399.28039667416	3791.05346102191	4513.10942235246	10777.3623122657	10981.4213019345	12098.7347819326	10358.4459740355	2248.64277344958	3175.69155936117	2792.00422246078	3116.06256419646	10212.8806327918	9008.37361465063	10335.8881301945	9183.683346947	6500	5443.61944429031	6091.73687595126	7420.14945438078
hsa-let-7g-5p	100.166429297801	50.3889584224232	104.981986738177	31082.5364037043	30500.4861515985	30527.3472986328	31137.1341904415	901.156168296234	697.244440227603	6613.14757098392	793.972953932377	96.5207197035592	85.5935513316991	78.8520482111247	64.8483679509733	11363.5116287904	11771.2300466987	12953.9637248809	9766.59075202526	65.5422089658882	107.471693764528	68.6398748414461	117.039294990828	95	67.6333731530175	75.5366075804716	75.5160328941881
hsa-miR-1260a	6259.04823071665	7781.49486494849	8486.51681983483	6399.65266059147	9628.3514482157	8552.98816199495	8046.6056127977	10158.4877153394	8853.89765368384	9229.33781884568	10812.6579910528	8303.1360584013	6035.50203849738	6338.49156774041	7379.74427282076	7612.68911505288	4742.36606197934	5898.56385545951	8714.80405565331	3555.66483639943	4241.12176587184	3262.78846920735	5313.58399258361	2480	1699.50527410147	2414.84723926492	4075.06888617896
hsa-miR-454-3p	8711.77214811686	10214.5617144884	10047.0598659429	2053.21102482083	1944.18635012048	1963.81625534348	2285.41912453288	7050.52297581769	7597.75092406745	6302.27311251886	6827.12270256327	5753.57655989021	6375.56290459899	6201.00594521845	5488.33354091737	2409.03978883967	2969.6244626204	2448.85286551029	2947.31436895437	9372.53588212201	11768.9524947813	9491.4580420288	10168.3739488032	5631	4699.65233960712	5021.44125161873	5543.43619245484
hsa-miR-371b-3p	13.5360039591623	14.3968452635495	28.3735099292372	9.13117990708118	3.77878785251793	15.6791716993491	8.66157762410947	3092.60412301662	3264.87475979592	2309.35312002613	3259.46791614344	25.8958028472964	30.0734099273537	32.3495582404614	23.7777349153569	77175.640866541	44693.9772972137	54054.1376141778	74716.1529673279	16.385552241472	12.8324410465109	31.925523182068	20.2868111317436	31	22.5444577176725	22.0799314465994	16.7813406431529
hsa-miR-371a-5p	13.5360039591623	14.3968452635495	25.5361589363134	6.52227136220084	3.77878785251793	11.7593787745118	7.42420939209383	3010.68083498969	3231.6726435946	2244.75582995547	3207.23285338473	25.8958028472964	30.0734099273537	32.3495582404614	23.7777349153569	75611.7699664876	43745.5040848178	52884.3034427557	73454.0089316816	14.0447590641189	12.8324410465109	31.925523182068	20.2868111317436	31	22.5444577176725	22.0799314465994	19.5782307503451
hsa-let-7c	37.9008110856545	50.3889584224232	31.2108609221609	12910.1839343403	12908.3393042013	13074.4693007948	13142.0879922381	1464.37877348138	1588.16789162954	4792.31145711716	1379.00565682992	40.0207862185489	18.5067138014485	36.3932530205191	34.5857962405191	34312.6230615269	35807.6866048857	36805.5826644318	26472.6620809925	1317.86655884982	744.28158069763	1107.81565441776	959.722218924793	844	815.068855946621	1030.78416805967	534.206010473701
